;ppi_1;ppi_2;ppi_3;ppi_6;ppi_12;ppi_24;ppi_49;ppi_98;ppi_195;ppi_391;ppi_781;ppi_1563;ppi_3125;ppi_6250;ppi_12500;ppi_25000;ppi_50000;ppi_100000;ppi_200000
1.2828292968116982e-05;94.01064307204764;95.16134406939209;95.37678203866537;94.78029692863463;96.28165496790695;95.83089806696455;96.9614437284757;99.0474447838089;102.07340473979602;108.65667602007522;115.38840467490694;122.2431986464167;126.09783526948188;127.45259033559026;127.19880756793661;128.57474926923922;128.77279964054827;129.20692228413986;129.25894931608877
1.496403261197595e-05;96.59511743958127;97.76782075537953;97.96047565554171;97.32281078613241;98.8134598916476;98.31599988255243;99.34594579224002;101.23409691147671;103.95807734384424;110.16076829107452;116.46131861711628;122.92073920468552;126.4909208596511;127.66436693713885;127.30914663243611;128.63357897826583;128.80437203453764;129.2245869457622;129.26941392152037
1.7455344414787632e-05;98.96071566862703;100.15315736432385;100.3245671076083;99.64806808744706;101.12667572779931;100.58232521369158;101.51280827075722;103.20941798251702;105.64563082568081;111.49261714988158;117.40096570423233;123.50896913364858;126.83024104088638;127.84656732595688;127.40390387968864;128.68405281697304;128.8314466611082;129.23973111934097;129.2783843738081
2.036142639752133e-05;101.10960270103878;102.31964492379284;102.47143370161993;101.75871968598663;103.22455186267624;102.63422041310521;103.46836119963389;104.98261602032953;107.14857089066955;112.66707519504155;118.22157948537287;124.01878678150001;127.1228707471274;128.0032438313355;127.48525933494919;128.72735230360016;128.85466287416074;129.25271418706222;129.28607389603746
2.3751332261908993e-05;103.04821808046174;104.27387160599692;104.4076985919534;103.66155401266386;105.11437681302448;104.47983711650893;105.22226864499615;106.56540322793313;108.48071136137352;113.69898527305696;118.93648529793809;124.45999373866023;127.37502882593162;128.1379145981286;127.55509341904595;128.76449320606378;128.87456939780995;129.2638441786767;129.29266521959394
2.770561222981274e-05;104.78629086629425;106.02572781701807;106.14324317226756;105.3665212773138;106.80649950566888;106.13016067326109;106.78658488942858;107.97113676680335;109.65649421927891;114.60277935736116;119.55798472743884;124.84134212193526;127.59216172630133;128.2536283872542;127.6150266907302;128.79634843395522;128.89163707009487;129.27338522048072;129.29831487118537
3.231822706045771e-05;106.33589877764837;107.58745734482596;107.69026655208046;106.88580815968486;108.3134088324568;107.59811044003064;108.1749049822025;109.2140801016079;110.69044469475074;115.39219340380909;120.09730451572355;125.17060000445821;127.77902487946959;128.35302315403848;127.66645470582291;128.82366786551648;128.90626978688272;129.28156377513565;129.30315672244473
3.7698780726000305e-05;107.71062384069745;108.97280684653397;109.06244350874755;108.23301228888292;109.64891806731714;108.89775287108765;109.40163990548287;110.30879858039671;111.59675581120686;116.08008004796692;120.56459349388565;125.45462705200285;127.93975896431388;128.4383783950488;127.71057848653957;128.84709549280532;128.91881514944052;129.288573988381;129.30730469290953
4.3975124797793334e-05;108.92483386093825;110.19630284217024;110.27420942872953;109.42244340645632;110.82747866027569;110.0436472205814;110.48142767066719;111.26968834415774;112.38898905089238;116.67830034052817;120.96895376306914;125.69945506006904;128.07796208000212;128.51166166216672;127.7484310762052;128.86718422917724;128.92956910121174;129.2945822557301;129.31086640137116
5.129639642822125e-05;109.99310024253202;111.27266649677264;111.34018210521775;110.46855997726502;111.863630309218;111.05032725308995;111.42867769455485;112.11062799468404;113.07987388977679;117.19767677640128;121.31849482946653;125.91036874105951;128.19675461127116;128.5745696532305;127.7809006266873;128.88440868099636;128.93878713735833;129.29973108145282;129.3139149491743
5.983656211598219e-05;110.92974893335679;112.21636269881982;112.27471669187304;111.3855369128355;112.77158166544993;111.93191103393637;112.25723674808276;112.84473699591526;113.68118783761047;117.64799191727555;121.62040194728931;126.09198429590802;128.2988384861513;128.62856434382226;127.80875043123838;128.8991761465214;128.94668792696302;129.3041422377649;129.31652709358804
6.979855146101438e-05;111.74853241478267;113.04127109070693;113.09158141878206;112.18695175772123;113.56490821211625;112.70182403419744;112.98015982526715;113.4842225941514;114.20369937858011;118.03801936370677;121.88101198093801;126.24832379615549;128.38655023200675;128.6749046371709;127.83263628119666;128.911836535707;128.9534589830615;129.3079190946484;129.31876484719166
8.141907913447149e-05;112.4624058989309;113.76046197936978;113.80373705853633;112.88557233975092;114.25634991701796;113.37261764876436;113.60956748259561;114.0402971198194;114.6571580557315;118.37557633446038;122.10589189162509;126.38288429953364;128.46190822042058;128.71467400163985;127.85312149013518;128.92268928659843;128.95926107883372;129.3111635700533;129.32068113446277
9.497426964237181e-05;113.08338923180834;114.38605842832094;114.42320156935027;113.49322749978093;114.85769014423897;113.95586464895102;114.1565715473749;114.52314901798557;115.05031829690488;118.66758943370148;122.29991638092014;126.49870114159935;128.52665448655907;128.74880454523478;127.87068935120287;128.93199191029512;128.96423202227106;129.31393718458594;129.32232066907162
0.0001107862185373571;113.62249643527485;114.92916630690407;114.96098184671185;114.02074311451717;115.37969812077466;114.46211421996054;114.63125274615899;114.9419531768589;115.39098604608276;118.9201672182436;122.46734234221485;126.59840522715879;128.5822915650618;128.77809795318223;127.88575574580136;128.9399651837872;128.968489855047;129.3163118467315;129.32372010668846
0.00012923064598468158;114.08971651444283;115.39985580316281;115.42705625305824;114.47792739796336;115.832119126911;114.90089129294718;115.04267611331714;115.30490860796245;115.68607959991671;119.13867487352913;122.61187862202368;126.68427440457607;128.63011480647896;128.80324302358096;127.89867710204567;128.9467985382149;128.97213552793627;129.31834410878398;129.32490743286314
0.0001507458245448343;114.49403147110128;115.80718025187353;115.83039393237334;114.8735918041713;116.2236989711966;115.2807273334174;115.39893255131466;115.61929397266849;115.94169812055718;119.32780772472532;122.73675021850505;126.75827917338445;128.67124063861647;128.82483298029229;127.90975964092351;128.95265453599563;128.97525512105005;129.32008233925674;129.32595848389965
0.00017584299331286791;114.8434599542405;116.15922064721347;116.17899941715454;115.21559632536683;116.56223179827386;115.60921222918549;115.70719733992779;115.89153366523963;116.16319309753612;119.49166130679752;122.84475654357686;126.82212307560931;128.70663098195658;128.84337718259715;127.91926633312961;128.9576727386254;128.97793388106047;129.32156779918532;129.3268366349099
0.000205118505872997;115.14511736780558;116.46314661897928;116.47997342049462;115.51091033150017;116.85462261847505;115.89305921202302;115.97379856409898;116.12726909724718;116.35523939348319;119.63379671246955;122.93832358473693;126.87727842826719;128.73711498267667;128.85931386420728;127.92742306250686;128.96197308300586;128.98022140391558;129.32283567150773;129.3276393086569
0.00023926800072557536;115.40528539086982;116.72528679930767;116.73958283935764;115.76568218277598;117.10695800815957;116.13817673825149;116.20429027462143;116.33143133812496;116.52190380478957;119.75730045785212;123.01955020357353;126.92501646024208;128.7634072806576;128.87302003592586;127.93442393824583;128.96565892614623;128.98217835565336;129.32391671853912;129.32821349992045
0.00027910293090112917;115.62948567696093;116.9512033338776;116.96333479392212;115.9853126076155;117.32458015748733;116.34974289883819;116.40352668562119;116.50831260467234;116.66670983800446;119.86483867203356;123.09024880244257;126.9664353065343;128.7861241241488;128.88482020289874;127.94043588604816;128.9688199717689;128.9838520486229;129.3248418911261;129.32872297303348
0.0003255698455346098;115.82255398242033;117.14576677613631;117.15605099950729;116.17452826836754;117.51216083429266;116.53227924192393;116.57573490636767;116.66163493781949;116.79269813161167;119.9587057620822;123.15198079021235;127.0024825881296;128.80579717056722;128.89499390363324;127.94560229979353;128.97153532861893;128.9852832816646;129.32565828288736;129.3292328161108
0.000379772881564537;115.98871214446484;117.3132287820899;117.32193992706691;116.33745306082723;117.67377291878898;116.6897218943033;116.72458447293808;116.79461511642921;116.90248238391058;120.04086796978079;123.20608732948475;127.03397547639234;128.82288534517815;128.9037822478235;127.9500445455699;128.97387705242903;128.98650765104205;129.32631111317824;129.32962553256016
0.000443;116.1316362331266;117.45729092560435;117.46466509814314;116.47767555258297;117.81295798597931;116.8254886135716;116.85325270695041;116.91002527671127;116.99830092107972;120.11300240477043;123.25371591129885;127.0616176690952;128.8377849826438;128.91139352232403;127.95388185849546;128.97583195779575;128.98755822523555;129.32688214879963;129.32995771544967
